PLAYER;TEAM;DIV;POS;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE
Tobias Drochner;Tornados Franken;B;Combo;2005;13;14.1;4.5;1.8;0.9;0.3;0.0;1.0;0.9;3.2;13.6;1.6
Kilian Hammer;BBA Giants Kornwestheim;B;Big;2006;9;16.0;4.4;5.0;0.9;0.6;0.1;1.8;1.9;7.1;18.4;4.4
Joel Hamid Muschkewitz;SG Junior Löwen Braunschweig;B;Combo;2006;10;30.0;4.4;3.9;2.1;1.5;0.1;3.0;3.2;5.0;6.3;1.1
Alan Topic Volovec;FC Bayern München;A;Forward;2007;8;10.1;4.4;1.6;0.3;0.3;0.0;1.0;0.6;3.3;18.9;2.4
Djairo Bernardina;Young Rasta Dragons;A;Combo;2007;11;18.9;4.4;2.2;1.1;1.5;0.0;1.4;2.4;4.9;13.1;2.2
Jakob Käufler;Orange Academy;B;Wing;2007;6;18.1;4.3;3.2;0.7;1.3;0.0;1.5;2.2;4.7;11.3;2.7
Gustav Kringel;Rostock Seawolves;B;Wing;2007;6;26.3;4.3;4.7;1.5;1.0;0.0;2.7;2.7;4.8;6.7;1.7
Riccardo Cunsolo;ART Giants Düsseldorf;B;Big;2006;7;20.2;4.3;4.7;0.6;0.1;1.0;1.4;3.0;5.9;10.1;1.7
Josh Behrendt;Team Bonn/Rhöndorf;B;Forward;2007;7;13.2;4.3;2.7;0.4;0.3;0.3;0.9;1.0;3.4;15.3;2.0
Friedrich Beyer;RheinStars Köln;B;Big;2007;7;22.2;4.3;5.4;1.0;0.3;0.9;1.4;3.0;7.1;12.5;2.6
Leeroy Jaiteh;Metropol Baskets Ruhr;B;Big;2006;4;8.6;4.3;2.8;0.0;0.3;0.5;1.5;0.5;4.8;25.2;2.9
Ibrahim Recani;BBA Hagen;B;Forward;2007;4;19.5;4.3;4.8;0.3;0.0;0.0;1.5;0.5;3.5;8.2;1.9
Paul Manuel Raabe;Alba Berlin;A;Point;2006;5;13.2;4.2;1.6;2.0;1.8;0.0;2.4;3.0;4.2;14.2;1.0
Connor Duncan Ritterswürden;Phoenix Hagen;B;Big;2006;5;22.5;4.2;4.4;0.0;0.4;0.8;0.4;1.0;8.0;16.3;6.1
Julian Haskins;Eintracht Frankfurt;B;Combo;2005;10;12.7;4.2;1.8;0.7;0.8;0.1;0.6;1.3;5.0;20.7;3.8
Jonah Lindemann;Eisbären Bremerhaven;A;Wing;2006;10;15.3;4.2;2.6;0.6;1.5;0.2;1.4;1.7;4.7;14.5;2.4
Julijo Kendes;Team Urspring;A;Combo;2006;13;13.7;4.2;1.0;0.6;0.5;0.0;0.7;1.4;2.2;10.9;0.6
Finn-Friedrich Flasche;Alba Berlin;A;Forward;2005;8;10.9;4.1;2.3;0.4;0.8;0.0;1.1;2.1;5.1;19.6;2.9
Harun Fakhro;Berlin Braves Baskets;B;Wing;2007;9;8.4;4.1;1.4;0.1;0.6;0.1;0.9;0.9;2.6;16.8;1.5
Jussi Knorr;Rostock Seawolves;B;Combo;2007;10;16.0;4.1;2.1;0.8;1.0;0.0;2.2;1.2;3.3;9.7;1.6
Sebastian Kuhn;Porsche BBA Ludwigsburg;A;Combo;2007;12;14.7;4.1;1.0;1.5;0.2;0.0;1.6;1.3;3.8;12.4;2.0
Leander Werner;Niners Chemnitz Academy;A;Point;2006;1;28.3;4.0;0.0;1.0;2.0;0.0;1.0;3.0;3.0;7.5;0.0
Yari Monninkhoff;Alba Berlin;A;Wing;2007;2;10.2;4.0;1.0;0.5;0.5;0.0;0.5;0.5;5.0;24.5;6.6
Maksim Pejkic;BBA Giants Kornwestheim;B;Forward;2005;1;17.5;4.0;1.0;2.0;1.0;0.0;0.0;0.0;5.0;22.2;4.7
Matteo Schultz;Medipolis SC Jena;A;Point;2007;1;10.5;4.0;0.0;0.0;0.0;0.0;1.0;2.0;-1.0;-0.7;-3.7
Lukas Ophelders;Metropol Baskets Ruhr;B;Point;2007;5;12.0;4.0;1.2;1.4;0.8;0.0;3.4;1.0;1.8;6.1;0.5
Fabian Kayser;Baskets Paderborn;A;Combo;2009;2;10.7;4.0;0.5;1.0;0.0;0.0;2.0;2.0;1.0;1.9;-1.2
Didier Alphonse Mbida Mengue;FC Bayern München;A;Forward;2006;4;12.3;4.0;3.8;1.5;1.3;0.5;1.5;2.0;7.8;28.0;4.1
Dewal Eno Tabot;Metropol Baskets Ruhr;B;Combo;2005;4;11.0;4.0;1.5;0.5;1.3;0.0;0.8;1.5;4.8;23.5;2.6
Jakob Moritz;USC Heidelberg;B;Big;2006;8;12.8;4.0;3.1;0.4;0.5;0.6;0.9;1.8;4.9;15.9;2.5
Caspar Chima Okoro;KICKZ IBAM;A;Wing;2006;12;16.7;4.0;2.3;0.8;0.7;0.3;0.8;2.0;5.1;15.8;2.5
Jonathan Elzie;Hamburg Towers;A;Forward;2005;10;12.2;4.0;1.9;0.2;0.5;0.3;1.3;1.9;2.5;9.9;0.2
Jonte Elias Heßling;Eisbären Bremerhaven;A;Point;2006;2;24.4;4.0;1.5;0.5;2.0;0.0;5.0;1.5;-1.0;-2.3;-3.2
Felix Kiehlneker;Orange Academy;B;Forward;2008;2;10.4;4.0;2.5;0.0;0.5;0.0;0.5;0.0;5.0;28.5;5.3
Lukas Wiegeler;UBC Münster;A;Wing;2007;13;16.4;3.9;1.6;0.3;0.5;0.2;0.6;1.6;3.3;11.3;1.1
Joshua Sievers;UBC Münster;A;Wing;2005;12;20.2;3.9;3.3;1.3;0.8;0.1;1.4;1.8;2.3;4.7;0.0
Lazar Jalovi;Tornados Franken;B;Forward;2007;10;13.7;3.9;3.3;0.6;0.4;0.2;0.4;1.7;5.7;17.7;3.3
Angelos Avramidis;Hamburg Towers;A;Combo;2006;8;14.9;3.9;1.4;1.0;0.8;0.0;1.3;1.3;2.5;9.8;1.3
Muhamad-Adel Soumare Medford;UBC Münster;A;Big;2006;7;16.9;3.9;5.1;0.7;0.4;0.1;1.0;3.3;6.9;14.6;2.4
Emre Gülseckin;SG Junior Löwen Braunschweig;B;Point;2005;7;21.5;3.9;1.4;1.9;1.4;0.1;2.9;3.6;0.7;0.5;-3.2
Cheikh Oumar Doucoure;Hamburg Towers;A;Forward;2006;12;14.9;3.8;2.3;0.4;1.0;0.3;1.6;2.5;2.7;9.1;-0.6
Alen Blakaj;Young Rasta Dragons;A;Forward;2007;6;12.5;3.8;2.0;0.8;0.3;0.7;0.3;1.5;3.5;13.9;1.4
Leo Hylla;Alba Berlin;A;Forward;2006;11;16.9;3.8;4.1;0.8;0.5;0.0;2.2;0.8;4.6;9.2;3.9
Lennox Groh;UBC Münster;A;Combo;2006;11;16.9;3.8;1.5;1.3;1.1;0.4;1.1;1.5;3.5;11.1;1.6
Vuk Scepanovic;Team Bonn/Rhöndorf;B;Combo;2007;5;12.4;3.8;1.2;0.2;1.0;0.0;1.2;2.0;1.0;4.8;-1.3
Jan Drabek;BBA Hagen;B;Point;2005;5;17.0;3.8;1.6;2.2;1.2;0.0;2.6;0.4;2.6;9.9;2.3
Roberts Spikis;Basketball Löwen Erfurt;B;Forward;2006;4;18.6;3.8;2.0;0.0;0.5;0.3;1.5;2.8;0.5;-0.3;-2.8
Saro Pisacane;Bamberg freakcity academy;A;Point;2006;4;9.3;3.8;1.0;0.8;0.5;0.0;1.8;0.8;2.0;11.3;1.1
Ruomi Walter;Berlin Braves Baskets;B;Point;2006;11;14.2;3.7;1.0;1.6;1.5;0.1;2.0;1.5;3.5;12.7;1.9
Tim Schnelle;Bayer Giants Leverkusen;A;Forward;2006;14;18.7;3.7;3.6;0.9;0.9;0.6;1.0;2.5;5.2;11.4;2.4
Eneko Haug Alonso;BBA Giants Kornwestheim;B;Point;2007;10;14.0;3.7;1.6;1.5;0.9;0.0;1.6;1.2;3.8;15.1;2.5
Hagen Meyer;SG Junior Löwen Braunschweig;B;Forward;2005;10;14.3;3.7;3.4;0.9;0.7;0.2;1.2;1.2;4.9;16.2;3.0
Noah Bakker;Eisbären Bremerhaven;A;Combo;2006;3;17.2;3.7;0.7;0.3;1.0;0.3;1.0;0.3;2.7;9.7;1.9
Noe Baucks;Baskets Paderborn;A;Wing;2006;6;8.4;3.7;1.5;0.2;1.0;0.2;0.8;0.8;4.7;27.9;3.4
Amos Bayekula Zikengi;Phoenix Hagen;B;Point;2006;3;20.0;3.7;0.7;1.3;0.0;0.3;2.0;2.3;1.7;3.0;-1.0
Isaiah Javante Batiste;ROTH Energie BBA GIESSEN 46ers;A;Forward;2006;6;14.2;3.7;3.0;0.3;0.7;0.0;0.7;2.2;5.2;16.6;2.4
David Böning;Team Bonn/Rhöndorf;B;Forward;2007;3;11.2;3.7;2.7;0.7;1.0;0.3;1.0;0.0;5.7;25.8;5.2
Aleksandar Zecevic;Baskets Juniors Oldenburg;A;Forward;2006;3;10.8;3.7;3.3;1.0;0.0;0.3;1.7;1.3;5.3;18.9;3.4
Noah-Oliver Okah;Bayer Giants Leverkusen;A;Wing;2005;8;14.1;3.6;2.8;1.1;0.4;0.3;1.5;2.4;4.9;13.8;2.4
Jonas Groß;Young Rasta Dragons;A;Point;2005;8;13.8;3.6;1.1;1.0;0.8;0.0;1.5;1.3;1.1;6.5;-0.6
Filip Vozar;Würzburg Baskets Akademie;B;Wing;2007;8;15.2;3.6;1.9;1.0;0.1;0.0;1.0;0.8;3.1;10.6;1.8
Colin Hartig;Niners Chemnitz Academy;A;Forward;2005;13;14.7;3.6;3.4;0.9;0.8;0.2;1.2;2.0;5.7;17.3;3.0
Oskar Sandmann;Dresden Titans;B;Wing;2006;10;21.0;3.6;2.2;0.4;1.0;0.1;1.9;1.8;0.7;1.6;-2.1
Leo König;VfL Kirchheim Knights;B;Combo;2005;10;14.8;3.6;1.2;0.8;0.3;0.0;1.0;0.5;1.0;5.1;0.3
Christopher Wersien;Eisbären Bremerhaven;A;Combo;2005;10;12.3;3.6;1.2;0.9;0.9;0.0;1.2;2.2;3.4;12.1;0.9
Nikolai Stanic;Team Bonn/Rhöndorf;B;Wing;2005;9;12.1;3.6;1.9;0.8;0.3;0.1;0.8;1.4;3.7;15.0;2.1
Leon Azdajic;BBA Giants Kornwestheim;B;Forward;2005;9;17.6;3.6;3.9;0.2;1.1;0.0;1.8;1.4;3.8;9.2;1.9
Tim-Felix Bühren;Young Rasta Dragons;A;Big;2005;12;12.0;3.5;4.1;0.4;0.6;0.2;0.8;1.0;5.6;20.9;3.9
Moritz Herbst;TS Jahn München;B;Point;2005;8;19.4;3.5;2.4;3.0;1.1;0.1;2.3;0.5;3.8;10.4;3.3
Myles Howell;TG Hanau;B;Forward;2005;4;10.5;3.5;3.3;0.5;0.8;0.3;1.5;2.5;5.3;19.9;2.1
Nicolas Hofmann;Team Bonn/Rhöndorf;B;Wing;2007;2;15.7;3.5;1.5;1.0;1.5;1.0;0.5;3.5;3.5;11.9;-0.9
Ari von Wiegen;Alba Berlin;A;Forward;2008;2;19.3;3.5;1.5;1.0;1.0;0.5;2.0;2.5;5.0;9.6;3.2
Aksel Günday;RheinStars Köln;B;Wing;2005;4;10.1;3.5;1.3;0.5;0.3;0.0;0.5;1.3;3.8;20.6;2.4
Jordan Knacke;KICKZ IBAM;A;Forward;2007;13;13.8;3.5;2.5;0.2;0.5;0.4;0.8;1.2;4.4;15.9;2.3
Benno Wolf;Bamberg freakcity academy;A;Forward;2006;11;18.0;3.5;3.6;0.5;0.1;0.5;0.9;2.4;3.8;7.2;0.7
Leonard Dertmann;UBC Münster;A;Forward;2007;8;18.5;3.4;3.3;0.4;0.6;0.3;1.4;1.9;5.3;12.0;2.4
Thomas Negga;VfL Kirchheim Knights;B;Point;2005;14;10.5;3.4;1.3;1.7;0.8;0.0;1.0;1.1;4.1;21.2;2.7
Jonas Mendl;Bamberg freakcity academy;A;Wing;2008;3;15.0;3.3;2.3;0.7;0.3;0.0;1.0;0.7;3.7;11.2;2.2
Connor Anderson;ratiopharm Ulm;B;Wing;2005;9;17.3;3.3;3.1;0.8;1.1;0.1;0.4;1.2;5.7;16.5;3.3
Armin Durakovic;ROTH Energie BBA GIESSEN 46ers;A;Forward;2006;9;20.2;3.3;3.2;0.6;1.1;0.2;1.6;2.3;3.4;5.7;0.6
Luke-Johan Kiraly;Basketball Löwen Erfurt;B;Wing;2007;10;13.1;3.3;1.4;0.3;0.2;0.0;1.6;0.5;0.9;3.3;0.0
Lukas Vogl;TS Jahn München;B;Combo;2007;7;12.8;3.3;1.1;1.0;0.1;0.0;1.0;0.6;1.0;8.0;0.2
Ben Longerich;BBA Hagen;B;Combo;2006;7;20.9;3.3;2.3;0.9;0.4;0.0;1.6;0.9;-0.6;-1.0;-2.3
Leonard Menne;Bayer Giants Leverkusen;A;Wing;2006;11;10.5;3.3;1.0;0.4;0.2;0.0;0.4;1.4;2.5;13.4;1.3
Paul Schmorleiz;Alba Berlin;A;Wing;2006;11;10.7;3.3;1.0;0.2;0.2;0.1;0.6;1.4;2.1;9.6;0.6
Leopold Schmidt;Medipolis SC Jena;A;Wing;2007;4;11.5;3.3;2.0;1.3;0.5;0.0;1.3;2.0;3.8;12.7;1.3
Stergios Augusto;ART Giants Düsseldorf;B;Big;2005;4;19.1;3.3;5.5;0.5;0.5;0.5;1.3;2.8;5.8;8.2;2.5
Cem Ünver;BBA Hagen;B;Forward;2005;8;11.9;3.3;3.5;0.3;0.9;0.3;1.4;2.9;4.1;14.6;0.2
Jonas Keil;HAKRO Merlins Crailsheim;B;Wing;2005;9;19.8;3.2;2.4;0.7;1.0;0.0;3.0;1.3;1.8;1.7;0.0
Delano Miguel Juma;Niners Chemnitz Academy;A;Wing;2006;10;16.7;3.2;1.9;0.7;0.7;0.3;1.8;2.6;2.1;4.2;-0.8
Gunnar Wanninger;KICKZ IBAM;A;Forward;2006;6;6.6;3.2;1.2;0.2;0.3;0.0;0.3;1.8;3.0;26.1;0.8
Nicola Schultze;Alba Berlin;A;Wing;2006;13;12.6;3.2;2.1;0.9;0.6;0.1;1.1;1.8;3.1;9.1;1.0
Linus Jürgens;Baskets Paderborn;A;Combo;2006;7;8.1;3.1;0.4;0.3;0.6;0.0;0.3;0.4;2.4;20.7;1.7
Liam Gföllner;Alba Berlin;A;Combo;2007;7;12.9;3.1;1.6;1.0;0.3;0.0;2.4;1.1;0.6;0.0;-0.9
Fiete Nimmich;Rostock Seawolves;B;Big;2007;8;12.8;3.1;3.5;0.8;0.0;0.4;1.0;0.8;5.5;17.5;3.3
Lukas Mutter;Alba Berlin;A;Point;2007;7;12.0;3.0;1.0;2.0;0.9;0.0;2.0;1.1;3.9;14.2;3.0
Tyrese Leonce;Würzburg Baskets Akademie;B;Forward;2006;7;12.2;3.0;2.3;0.3;0.3;0.1;0.6;1.3;4.1;13.7;2.3
Nikolai Kaiser;RheinStars Köln;B;Forward;2007;5;10.1;3.0;1.6;0.6;0.2;0.2;1.0;0.6;3.2;18.3;1.8
Panagiotis Mousionis;Phoenix Hagen;B;Wing;2007;7;16.3;3.0;2.3;1.3;0.6;0.0;0.9;2.4;2.3;6.7;-0.6
Noah Spindler;Niners Chemnitz Academy;A;Point;2007;1;12.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;13.3;2.3
Ben Rehkopp;Metropol Baskets Ruhr;B;Wing;2006;1;5.4;3.0;2.0;1.0;0.0;0.0;1.0;2.0;4.0;32.6;1.8
Jan Mausolf;Bamberg freakcity academy;A;Point;2005;3;13.6;3.0;1.0;0.7;1.0;0.0;2.3;1.0;3.3;10.7;1.9
Clemens Bialas;Baskets Paderborn;A;Combo;2008;4;12.6;3.0;1.8;1.5;0.5;0.0;2.8;1.3;0.8;-0.3;-0.8
Jeremie Fotso Sighom;Basketball Löwen Erfurt;B;Forward;2008;5;15.9;3.0;4.0;1.4;0.4;0.0;1.0;2.0;5.0;10.2;2.1
Erik Niggemann;UBC Münster;A;Point;2007;7;8.6;3.0;0.3;0.0;0.3;0.0;0.3;1.1;1.7;14.1;0.4
Jan Alexander Matern;Hamburg Towers;A;Point;2007;3;3.2;3.0;0.0;0.0;0.0;0.0;0.3;0.7;2.3;49.4;2.0
Cavit Gürbüzer;BBA Hagen;B;Big;2007;6;13.4;3.0;4.3;0.2;0.3;0.0;0.5;2.7;5.3;15.8;2.3
#1Towers;Hamburg Towers;A;Wing;1900;1;3.6;3.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;35.4;1.2
#7Tornados;Tornados Franken;B;Wing;1900;1;16.9;3.0;3.0;2.0;0.0;0.0;4.0;2.0;2.0;-0.9;-0.4
Ikechukwu Nicodemus Onyekwere;KICKZ IBAM;A;Big;2006;1;0.2;3.0;5.0;0.0;0.0;0.0;2.0;2.0;0.0;-254.3;-3.4
Jayson Pfannenstiel;Eisbären Bremerhaven;A;Forward;2006;12;17.0;2.9;2.3;0.4;0.1;0.1;0.4;0.8;3.5;9.1;2.4
Spyridon Savvidis;TG Hanau;B;Combo;2005;7;14.1;2.9;1.0;0.3;0.7;0.1;1.9;1.1;-1.9;-5.9;-3.5
Nicolas Lehmann;Team Südhessen;B;Combo;2005;10;16.9;2.8;1.3;1.0;0.9;0.0;0.9;0.8;3.9;11.4;3.3
Elias Bittel;Würzburg Baskets Akademie;B;Point;2007;10;16.4;2.8;0.9;1.3;0.6;0.0;2.1;1.9;1.8;3.1;-0.1
Semen Plachkov;BBA Hagen;B;Combo;2006;4;10.1;2.8;2.0;0.3;0.5;0.0;2.0;0.8;1.8;6.3;0.7
Henrik Rüping;BBA Hagen;B;Point;2006;4;9.8;2.8;1.5;0.3;1.3;0.0;1.3;0.5;2.0;12.6;1.6
Niklas Bertram;ROTH Energie BBA GIESSEN 46ers;A;Big;2006;11;10.2;2.7;2.5;0.1;0.0;0.1;0.4;1.5;3.5;14.3;1.4
Maurice Barthel;Würzburg Baskets Akademie;B;Combo;2007;7;10.0;2.7;0.6;0.1;0.1;0.0;1.0;0.1;1.0;7.5;0.7
Fabrice Heberer;Eintracht Frankfurt;B;Wing;2006;7;7.3;2.7;1.4;0.4;0.1;0.0;0.6;1.3;2.6;15.4;1.3
Silian Felix Bonacker;ROTH Energie BBA GIESSEN 46ers;A;Wing;2005;9;18.1;2.7;2.3;1.6;0.4;0.1;1.2;1.1;2.9;7.1;1.4
Maximilian Eichbaum;Bamberg freakcity academy;A;Wing;2007;3;12.7;2.7;2.3;0.7;0.3;0.0;2.0;1.3;1.3;2.3;-0.7
Paul Luis Schwabe;Young Rasta Dragons;A;Big;2005;9;8.4;2.7;3.1;0.0;0.1;0.0;0.6;1.7;3.2;15.3;0.8
Mathieu Adovi-Ley;Hamburg Towers;A;Big;2006;10;11.2;2.6;4.0;0.1;0.3;0.0;0.8;2.2;4.0;10.9;1.6
Manuel Ebert;TG Hanau;B;Wing;2005;7;11.1;2.6;1.6;0.3;0.0;0.0;1.0;1.0;1.9;6.8;0.7
Julian Kirchhoff;Baskets Paderborn;A;Combo;2005;7;9.0;2.6;0.7;0.6;0.3;0.0;0.4;0.4;2.0;14.3;1.5
Ruben Köster;Baskets Juniors Oldenburg;A;Wing;2006;4;7.5;2.5;1.8;0.3;0.3;0.0;0.8;1.0;1.0;7.1;-0.7
Lukas Klein;Bayer Giants Leverkusen;A;Forward;2008;2;6.2;2.5;3.0;0.5;0.0;0.0;0.5;0.0;4.0;30.8;4.7
Romeo Akue-Dovi;SG Junior Löwen Braunschweig;B;Forward;2006;8;14.1;2.5;1.9;0.1;0.4;0.1;1.6;1.8;1.3;1.2;-0.7
Maj Dolinsek;KICKZ IBAM;A;Forward;2006;2;11.1;2.5;2.5;0.5;0.0;0.0;0.5;1.5;2.0;6.3;0.5
Stefan Rankovic;Phoenix Hagen;B;Forward;2005;4;8.8;2.5;2.0;0.5;0.3;0.0;1.3;1.3;1.0;4.0;-0.3
Finn Stuhlmeyer;Baskets Juniors Oldenburg;A;Forward;2007;8;8.0;2.5;2.4;0.6;0.6;0.4;0.4;1.1;4.9;28.8;3.5
Maximilian Peters;Eintracht Frankfurt;B;Forward;2007;9;9.7;2.4;2.1;0.3;0.3;0.1;1.1;0.7;2.6;11.3;1.9
Eduard Rantz;FC Bayern München;A;Forward;2007;9;10.8;2.4;2.0;0.2;0.2;0.2;0.6;2.1;3.1;11.8;0.4
Viktor Block;ART Giants Düsseldorf;B;Forward;2007;5;7.9;2.4;1.4;0.0;0.2;0.0;0.8;1.2;1.4;7.9;-0.1
Samuel Moser;HAKRO Merlins Crailsheim;B;Combo;2007;5;17.6;2.4;1.0;0.4;1.4;0.0;0.6;1.4;3.6;9.4;2.2
Felix Bolkart;ratiopharm Ulm;B;Combo;2006;5;13.7;2.4;0.8;0.4;1.4;0.0;1.0;2.2;0.6;3.9;-1.8
Bruno Jacob Wollmann;ROTH Energie BBA GIESSEN 46ers;A;Combo;2005;5;20.1;2.4;1.8;1.6;1.2;0.0;0.6;2.2;1.8;4.8;-0.7
Maximilian Leinweber;Orange Academy;B;Combo;2006;8;16.3;2.4;2.4;1.4;0.6;0.0;1.6;1.3;2.8;6.7;1.4
Tim Kati;ART Giants Düsseldorf;B;Forward;2005;8;9.2;2.4;1.6;0.1;0.3;0.4;1.4;2.0;1.5;2.9;-1.2
Eldin Kücken;Sartorius Juniors;B;Forward;2005;9;6.6;2.3;2.0;0.2;0.6;0.0;0.7;1.3;3.0;19.2;1.1
Karl Heinz Kleine Holthaus;Young Rasta Dragons;A;Combo;2007;3;9.8;2.3;1.0;1.0;0.3;0.0;0.7;1.0;2.0;11.0;0.6
Finn Paris;Baskets Paderborn;A;Combo;2006;12;16.2;2.3;2.5;1.9;0.9;0.1;2.3;1.4;3.3;6.3;1.5
Bastian Nückel;Bamberg freakcity academy;A;Combo;2006;6;13.6;2.3;0.3;0.5;0.2;0.0;1.0;1.0;0.8;3.0;-0.2
Mihailo Drinic;Tornados Franken;B;Point;2006;7;12.2;2.3;0.4;0.9;0.3;0.0;1.3;0.9;0.4;1.7;-0.5
Luis Sziede;VfL Kirchheim Knights;B;Forward;2005;12;17.2;2.3;2.9;0.7;0.5;0.0;1.0;1.8;2.9;4.8;0.7
Mateja Pivnicki;Team Urspring;A;Forward;2007;8;6.8;2.3;1.5;0.3;0.1;0.1;0.5;1.3;2.5;15.8;1.0
Medic Lovro;BBA Giants Kornwestheim;B;Big;2005;4;8.9;2.3;3.0;0.0;0.3;0.0;0.5;0.8;4.5;23.6;2.8
Gavin Ahamefula Okalla;Rostock Seawolves;B;Forward;2005;4;9.5;2.3;2.3;0.5;0.3;0.0;0.0;1.0;3.0;18.6;1.1
Jasper Hegele;ROTH Energie BBA GIESSEN 46ers;A;Combo;2007;8;12.7;2.3;1.0;0.8;0.5;0.0;0.9;1.5;1.6;6.2;-0.1
Dominik Kostic;BBA Giants Kornwestheim;B;Wing;2005;8;14.2;2.3;1.8;0.5;1.1;0.1;2.1;1.0;-0.4;-0.9;-2.1
Alfred Milatz;Niners Chemnitz Academy;A;Combo;2006;12;20.6;2.3;2.9;1.8;0.8;0.0;1.8;1.1;2.7;5.0;1.2
David Omoregie;HAKRO Merlins Crailsheim;B;Combo;2007;9;26.6;2.2;2.8;1.8;1.1;0.2;2.3;1.8;4.4;4.9;3.0
Max Riedel;Alba Berlin;A;Combo;2006;5;8.6;2.2;1.0;0.2;0.4;0.0;0.8;0.4;0.6;3.2;0.3
Ole Sebastiani;Eisbären Bremerhaven;A;Wing;2006;6;14.9;2.2;1.0;0.7;0.8;0.2;1.2;0.7;2.8;9.0;1.8
Rephael Edward;Eintracht Frankfurt;B;Forward;2007;13;10.9;2.2;3.4;0.3;0.6;0.2;0.8;1.8;4.7;17.0;2.2
Jan Jesgarzewski;Eisbären Bremerhaven;A;Forward;2006;7;10.8;2.1;1.7;0.3;0.0;0.4;1.3;0.7;1.1;3.9;-0.1
Matteo Sattler;Bamberg freakcity academy;A;Wing;2005;1;10.9;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.7;0.9
Voloshkova Yehor;Sartorius Juniors;B;Wing;2006;1;5.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;4.0;35.3;2.6
Milan Scharf;RheinStars Köln;B;Wing;2008;2;10.2;2.0;2.0;2.0;0.0;0.5;1.5;2.0;2.5;4.9;0.0
Robin Jonas Epping;Phoenix Hagen;B;Forward;2006;2;5.0;2.0;1.0;0.5;0.0;0.0;0.0;1.0;3.5;32.7;2.4
Roman Geyer;Tornados Franken;B;Combo;2007;1;6.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;-2.0;-15.0;-3.8
Vincent Willems;Berlin Braves Baskets;B;Big;2007;1;6.5;2.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;16.0;0.0
Moritz Ahrens;Dresden Titans;B;Forward;2005;7;7.8;2.0;2.1;0.3;0.4;0.0;0.9;1.3;3.1;14.9;1.8
Jules Victor Apollon Galvani;Hamburg Towers;A;Forward;2006;4;13.0;2.0;1.5;0.0;0.0;0.3;0.0;3.8;2.0;2.7;-2.5
Joel Nzube Friedrich;RheinStars Köln;B;Forward;2007;3;8.1;2.0;1.7;0.0;0.7;0.0;0.7;0.0;2.0;12.7;1.5
Henri Hense;ratiopharm Ulm;B;Combo;2006;6;9.7;2.0;0.3;1.2;0.8;0.0;1.2;1.7;1.7;6.9;-0.1
Isayah Marcin;FC Bayern München;A;Wing;2007;5;9.1;2.0;1.2;1.2;0.4;0.4;2.0;0.4;2.0;7.4;1.6
Anton Kemmer;Alba Berlin;A;Forward;2008;1;8.3;2.0;2.0;1.0;1.0;0.0;0.0;2.0;4.0;20.7;2.0
Franz Schallenberg;Team Bonn/Rhöndorf;B;Forward;2006;5;14.1;2.0;1.8;0.6;0.4;0.4;0.4;1.2;2.2;7.4;0.7
#6Bremerhaven;Eisbären Bremerhaven;A;Wing;1900;1;11.7;2.0;3.0;1.0;1.0;0.0;1.0;2.0;5.0;14.6;1.7
Iven Mestrovic;TG Hanau;B;Forward;2007;5;13.3;2.0;1.6;0.0;0.2;0.2;0.8;1.2;1.2;1.8;-0.2
Christian Junior Kamdom Ngayoumnou;RheinStars Köln;B;Combo;2005;1;9.5;2.0;2.0;1.0;0.0;0.0;2.0;1.0;-2.0;-11.4;-4.5
#17Giessen;ROTH Energie BBA GIESSEN 46ers;A;Combo;1900;1;7.3;2.0;1.0;2.0;2.0;0.0;2.0;1.0;3.0;19.2;1.6
#9Alba;Alba Berlin;A;Wing;1900;1;9.3;2.0;1.0;0.0;0.0;0.0;3.0;0.0;-3.0;-13.9;-3.2
Armin Nahreyni;Bayer Giants Leverkusen;A;Combo;2006;1;11.2;2.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;-0.4;0.0
Daniel Obehi Mack;Porsche BBA Ludwigsburg;A;Forward;2005;3;17.2;2.0;4.7;1.7;0.3;0.7;0.3;1.0;7.0;17.5;3.7
Dominik Dehmer;Rostock Seawolves;B;Combo;2007;4;16.6;2.0;2.5;1.5;1.0;0.0;1.5;1.8;3.3;7.6;0.8
Teis Hümmels;Sartorius Juniors;B;Forward;2005;11;7.8;1.9;1.7;0.5;0.1;0.0;0.5;1.7;2.3;10.6;0.1
Simon Oberstadt;Berlin Braves Baskets;B;Combo;2006;8;9.3;1.9;0.1;0.1;0.6;0.0;0.8;0.5;-0.3;0.9;-0.8
Quirin Koller;TS Jahn München;B;Combo;2005;7;11.3;1.9;1.7;0.7;1.1;0.1;1.3;1.3;1.3;4.0;-0.5
Timon Hoffmann;Baskets Paderborn;A;Forward;2006;10;10.6;1.8;1.5;0.3;0.3;0.2;0.4;1.0;2.7;11.1;1.1
Nevio Kwasny;SG Junior Löwen Braunschweig;B;Wing;2006;5;8.3;1.8;0.8;0.0;0.0;0.0;0.6;0.2;0.6;3.6;0.4
